Year,Series,Team,Player,PTS_mean,PTS_std,PTS_CV,PTS_G
1984,1984_nba_finals_lakers_vs_celtics,BOS,Dennis Johnson,17.571,7.48,0.426,7
1984,1984_nba_finals_lakers_vs_celtics,BOS,Robert Parish,15.429,5.062,0.328,7
1984,1984_nba_finals_lakers_vs_celtics,BOS,Kevin McHale,13.429,6.503,0.484,7
1984,1984_nba_finals_lakers_vs_celtics,LAL,Michael Cooper,13.429,5.442,0.405,7
1984,1984_nba_finals_lakers_vs_celtics,BOS,Cedric Maxwell,13.0,5.774,0.444,7
1984,1984_nba_finals_lakers_vs_celtics,LAL,Bob McAdoo,12.5,7.765,0.621,6
1984,1984_nba_finals_lakers_vs_celtics,BOS,Gerald Henderson,12.286,5.678,0.462,7
1984,1984_nba_finals_lakers_vs_celtics,BOS,Scott Wedman,9.25,4.992,0.54,4
1984,1984_nba_finals_lakers_vs_celtics,LAL,Mike McGee,7.667,7.506,0.979,3
1984,1984_nba_finals_lakers_vs_celtics,LAL,Kurt Rambis,7.143,5.46,0.764,7
1984,1984_nba_finals_lakers_vs_celtics,LAL,Byron Scott,6.0,4.655,0.776,7
1984,1984_nba_finals_lakers_vs_celtics,BOS,Danny Ainge,6.0,4.435,0.739,7
1984,1984_nba_finals_lakers_vs_celtics,LAL,Jamaal Wilkes,4.571,3.994,0.874,7
1984,1984_nba_finals_lakers_vs_celtics,LAL,Swen Nater,4.0,2.517,0.629,7
1984,1984_nba_finals_lakers_vs_celtics,BOS,M.L. Carr,3.25,2.754,0.847,4
1984,1984_nba_finals_lakers_vs_celtics,LAL,Mitch Kupchak,2.333,2.517,1.079,3
1984,1984_nba_finals_lakers_vs_celtics,LAL,Larry Spriggs,2.0,0.0,0.0,2
1984,1984_nba_finals_lakers_vs_celtics,BOS,Quinn Buckner,2.0,2.309,1.155,7
1984,1984_nba_finals_lakers_vs_celtics,BOS,Carlos Clark,1.333,2.309,1.732,3
1984,1984_nba_finals_lakers_vs_celtics,BOS,Greg Kite,0.5,1.0,2.0,4
1983,1983_nba_finals_lakers_vs_76ers,PHI,Moses Malone,25.75,2.062,0.08,4
1983,1983_nba_finals_lakers_vs_76ers,LAL,Kareem Abdul-Jabbar,23.5,3.317,0.141,4
1983,1983_nba_finals_lakers_vs_76ers,PHI,Andrew Toney,22.0,2.582,0.117,4
1983,1983_nba_finals_lakers_vs_76ers,PHI,Julius Erving,19.0,3.367,0.177,4
1983,1983_nba_finals_lakers_vs_76ers,LAL,Magic Johnson,19.0,6.164,0.324,4
1983,1983_nba_finals_lakers_vs_76ers,LAL,Jamaal Wilkes,18.5,2.38,0.129,4
1983,1983_nba_finals_lakers_vs_76ers,PHI,Maurice Cheeks,15.25,4.992,0.327,4
1983,1983_nba_finals_lakers_vs_76ers,LAL,Norm Nixon,13.667,10.693,0.782,3
1983,1983_nba_finals_lakers_vs_76ers,PHI,Bobby Jones,12.0,5.598,0.466,4
1983,1983_nba_finals_lakers_vs_76ers,LAL,Bob McAdoo,11.0,1.414,0.129,2
1983,1983_nba_finals_lakers_vs_76ers,LAL,Michael Cooper,10.0,4.082,0.408,4
1983,1983_nba_finals_lakers_vs_76ers,LAL,Kurt Rambis,7.75,2.217,0.286,4
1983,1983_nba_finals_lakers_vs_76ers,PHI,Clint Richardson,6.25,6.131,0.981,4
1983,1983_nba_finals_lakers_vs_76ers,PHI,Marc Iavaroni,5.75,2.363,0.411,4
1983,1983_nba_finals_lakers_vs_76ers,PHI,Mark McNamara,4.0,0.0,0.0,1
1983,1983_nba_finals_lakers_vs_76ers,PHI,Clemon Johnson,3.333,1.155,0.346,3
1983,1983_nba_finals_lakers_vs_76ers,LAL,Mark Landsberger,2.5,1.915,0.766,4
1983,1983_nba_finals_lakers_vs_76ers,LAL,Clay Johnson,2.0,3.464,1.732,3
1983,1983_nba_finals_lakers_vs_76ers,LAL,Mike McGee,2.0,3.464,1.732,3
1983,1983_nba_finals_lakers_vs_76ers,LAL,Dwight Jones,1.0,1.414,1.414,2
1983,1983_nba_finals_lakers_vs_76ers,PHI,Earl Cureton,1.0,1.414,1.414,2
1983,1983_nba_finals_lakers_vs_76ers,PHI,Franklin Edwards,0.667,1.155,1.732,3
1983,1983_nba_finals_lakers_vs_76ers,PHI,Reggie Johnson,0.0,0.0,0.0,1
1983,1983_nba_finals_lakers_vs_76ers,LAL,Steve Mix,0.0,0.0,0.0,1
1982,1982_nba_finals_lakers_vs_76ers,PHI,Andrew Toney,26.0,8.602,0.331,6
1982,1982_nba_finals_lakers_vs_76ers,PHI,Julius Erving,25.0,3.162,0.126,6
1982,1982_nba_finals_lakers_vs_76ers,LAL,Jamaal Wilkes,19.667,6.121,0.311,6
1982,1982_nba_finals_lakers_vs_76ers,LAL,Kareem Abdul-Jabbar,18.0,6.542,0.363,6
1982,1982_nba_finals_lakers_vs_76ers,LAL,Norm Nixon,17.667,8.454,0.479,6
1982,1982_nba_finals_lakers_vs_76ers,LAL,Bob McAdoo,16.333,4.033,0.247,6
1982,1982_nba_finals_lakers_vs_76ers,LAL,Magic Johnson,16.167,6.08,0.376,6
1982,1982_nba_finals_lakers_vs_76ers,PHI,Maurice Cheeks,14.667,2.875,0.196,6
1982,1982_nba_finals_lakers_vs_76ers,LAL,Michael Cooper,13.333,4.546,0.341,6
1982,1982_nba_finals_lakers_vs_76ers,PHI,Darryl Dawkins,12.167,5.672,0.466,6
1982,1982_nba_finals_lakers_vs_76ers,PHI,Bobby Jones,11.5,7.765,0.675,6
1982,1982_nba_finals_lakers_vs_76ers,LAL,Kurt Rambis,7.833,3.312,0.423,6
1982,1982_nba_finals_lakers_vs_76ers,PHI,Clint Richardson,6.167,4.07,0.66,6
1982,1982_nba_finals_lakers_vs_76ers,PHI,Caldwell Jones,6.0,3.406,0.568,6
1982,1982_nba_finals_lakers_vs_76ers,PHI,Franklin Edwards,6.0,0.0,0.0,1
1982,1982_nba_finals_lakers_vs_76ers,PHI,Mike Bantom,5.333,2.733,0.512,6
1982,1982_nba_finals_lakers_vs_76ers,LAL,Mike McGee,5.0,1.414,0.283,2
1982,1982_nba_finals_lakers_vs_76ers,PHI,Lionel Hollins,3.333,3.055,0.917,3
1982,1982_nba_finals_lakers_vs_76ers,PHI,Steve Mix,3.333,0.577,0.173,3
1982,1982_nba_finals_lakers_vs_76ers,PHI,Earl Cureton,2.667,3.055,1.146,3
1982,1982_nba_finals_lakers_vs_76ers,LAL,Jim Brewer,2.0,0.0,0.0,2
1982,1982_nba_finals_lakers_vs_76ers,LAL,Mark Landsberger,1.0,2.0,2.0,4
1982,1982_nba_finals_lakers_vs_76ers,LAL,Clay Johnson,0.667,1.155,1.732,3
1982,1982_nba_finals_lakers_vs_76ers,LAL,Eddie Jordan,0.0,0.0,0.0,2
1981,1981_nba_finals_rockets_vs_celtics,HOU,Moses Malone,22.333,5.854,0.262,6
1981,1981_nba_finals_rockets_vs_celtics,BOS,Cedric Maxwell,17.667,8.311,0.47,6
1981,1981_nba_finals_rockets_vs_celtics,BOS,Larry Bird,15.333,7.421,0.484,6
1981,1981_nba_finals_rockets_vs_celtics,BOS,Robert Parish,15.0,4.0,0.267,6
1981,1981_nba_finals_rockets_vs_celtics,HOU,Robert Reid,14.667,11.219,0.765,6
1981,1981_nba_finals_rockets_vs_celtics,HOU,Billy Paultz,11.167,3.125,0.28,6
1981,1981_nba_finals_rockets_vs_celtics,BOS,Chris Ford,10.5,4.416,0.421,6
1981,1981_nba_finals_rockets_vs_celtics,BOS,Tiny Archibald,10.333,2.422,0.234,6
1981,1981_nba_finals_rockets_vs_celtics,HOU,Mike Dunleavy,9.833,9.02,0.917,6
1981,1981_nba_finals_rockets_vs_celtics,HOU,Calvin Murphy,9.75,4.924,0.505,4
1981,1981_nba_finals_rockets_vs_celtics,BOS,Rick Robey,7.833,3.869,0.494,6
1981,1981_nba_finals_rockets_vs_celtics,HOU,Bill Willoughby,7.5,4.722,0.63,6
1981,1981_nba_finals_rockets_vs_celtics,BOS,Gerald Henderson,7.167,4.997,0.697,6
1981,1981_nba_finals_rockets_vs_celtics,BOS,M.L. Carr,6.667,3.077,0.462,6
1981,1981_nba_finals_rockets_vs_celtics,HOU,Tom Henderson,6.667,2.944,0.442,6
1981,1981_nba_finals_rockets_vs_celtics,HOU,Allen Leavell,5.0,3.606,0.721,5
1981,1981_nba_finals_rockets_vs_celtics,BOS,Kevin McHale,4.667,3.724,0.798,6
1981,1981_nba_finals_rockets_vs_celtics,HOU,Calvin Garrett,3.0,3.464,1.155,4
1981,1981_nba_finals_rockets_vs_celtics,HOU,Major Jones,3.0,3.606,1.202,3
1981,1981_nba_finals_rockets_vs_celtics,BOS,Terry Duerod,1.5,1.915,1.277,4
1981,1981_nba_finals_rockets_vs_celtics,HOU,Rudy Tomjanovich,0.667,1.155,1.732,3
1981,1981_nba_finals_rockets_vs_celtics,BOS,Eric Fernsten,0.5,1.0,2.0,4
1980,1980_nba_finals_76ers_vs_lakers,LAL,Kareem Abdul-Jabbar,33.4,6.58,0.197,5
1980,1980_nba_finals_76ers_vs_lakers,PHI,Julius Erving,25.5,5.612,0.22,6
1980,1980_nba_finals_76ers_vs_lakers,LAL,Magic Johnson,21.5,11.415,0.531,6
1980,1980_nba_finals_76ers_vs_lakers,LAL,Jamaal Wilkes,21.333,7.992,0.375,6
1980,1980_nba_finals_76ers_vs_lakers,PHI,Darryl Dawkins,20.167,5.845,0.29,6
1980,1980_nba_finals_76ers_vs_lakers,LAL,Norm Nixon,15.5,7.842,0.506,6
1980,1980_nba_finals_76ers_vs_lakers,PHI,Maurice Cheeks,14.667,6.563,0.447,6
1980,1980_nba_finals_76ers_vs_lakers,PHI,Lionel Hollins,12.833,3.488,0.272,6
1980,1980_nba_finals_76ers_vs_lakers,PHI,Bobby Jones,11.0,2.757,0.251,6
1980,1980_nba_finals_76ers_vs_lakers,PHI,Caldwell Jones,9.0,5.02,0.558,6
1980,1980_nba_finals_76ers_vs_lakers,LAL,Michael Cooper,8.833,5.492,0.622,6
1980,1980_nba_finals_76ers_vs_lakers,LAL,Jim Chones,8.333,4.274,0.513,6
1980,1980_nba_finals_76ers_vs_lakers,PHI,Steve Mix,7.2,6.723,0.934,5
1980,1980_nba_finals_76ers_vs_lakers,PHI,Henry Bibby,5.0,3.286,0.657,6
1980,1980_nba_finals_76ers_vs_lakers,LAL,Mark Landsberger,4.167,3.601,0.864,6
1980,1980_nba_finals_76ers_vs_lakers,LAL,Brad Holland,3.333,4.163,1.249,3
1980,1980_nba_finals_76ers_vs_lakers,LAL,Spencer Haywood,1.0,1.414,1.414,2
1980,1980_nba_finals_76ers_vs_lakers,PHI,Bernard Toone,0.0,0.0,0.0,1
1980,1980_nba_finals_76ers_vs_lakers,PHI,Clint Richardson,0.0,0.0,0.0,1
1980,1980_nba_finals_76ers_vs_lakers,PHI,Jim Spanarkel,0.0,0.0,0.0,1
1980,1980_nba_finals_76ers_vs_lakers,LAL,Marty Byrnes,0.0,0.0,0.0,1
1979,1979_nba_finals_supersonics_vs_bullets,SEA,Gus Williams,29.0,5.788,0.2,5
1979,1979_nba_finals_supersonics_vs_bullets,SEA,Dennis Johnson,22.6,5.683,0.251,5
1979,1979_nba_finals_supersonics_vs_bullets,WSB,Bob Dandridge,21.8,4.324,0.198,5
1979,1979_nba_finals_supersonics_vs_bullets,WSB,Elvin Hayes,20.0,5.523,0.276,5
1979,1979_nba_finals_supersonics_vs_bullets,SEA,Jack Sikma,15.8,4.382,0.277,5
1979,1979_nba_finals_supersonics_vs_bullets,SEA,John Johnson,11.6,4.159,0.359,5
1979,1979_nba_finals_supersonics_vs_bullets,WSB,Larry Wright,11.2,9.23,0.824,5
1979,1979_nba_finals_supersonics_vs_bullets,WSB,Wes Unseld,11.0,8.185,0.744,5
1979,1979_nba_finals_supersonics_vs_bullets,WSB,Kevin Grevey,10.2,8.258,0.81,5
1979,1979_nba_finals_supersonics_vs_bullets,SEA,Fred Brown,9.2,5.404,0.587,5
1979,1979_nba_finals_supersonics_vs_bullets,SEA,Lonnie Shelton,9.0,3.0,0.333,5
1979,1979_nba_finals_supersonics_vs_bullets,WSB,Greg Ballard,7.6,3.647,0.48,5
1979,1979_nba_finals_supersonics_vs_bullets,WSB,Charles Johnson,7.2,6.419,0.891,5
1979,1979_nba_finals_supersonics_vs_bullets,WSB,Tom Henderson,5.8,3.834,0.661,5
1979,1979_nba_finals_supersonics_vs_bullets,SEA,Paul Silas,3.2,2.775,0.867,5
1979,1979_nba_finals_supersonics_vs_bullets,WSB,Phil Chenier,1.667,1.528,0.917,3
1979,1979_nba_finals_supersonics_vs_bullets,WSB,Dave Corzine,0.5,1.0,2.0,4
1979,1979_nba_finals_supersonics_vs_bullets,SEA,Dennis Awtrey,0.5,1.0,2.0,4
1979,1979_nba_finals_supersonics_vs_bullets,SEA,Wally Walker,0.25,0.5,2.0,4
1979,1979_nba_finals_supersonics_vs_bullets,SEA,Joe Hassett,0.0,0.0,0.0,2
1978,1978_nba_finals_bullets_vs_supersonics,WSB,Elvin Hayes,20.714,5.438,0.263,7
1978,1978_nba_finals_bullets_vs_supersonics,WSB,Bob Dandridge,20.429,8.203,0.402,7
1978,1978_nba_finals_bullets_vs_supersonics,SEA,Fred Brown,19.143,7.175,0.375,7
1978,1978_nba_finals_bullets_vs_supersonics,SEA,Dennis Johnson,16.571,9.947,0.6,7
1978,1978_nba_finals_bullets_vs_supersonics,SEA,Gus Williams,16.286,6.499,0.399,7
1978,1978_nba_finals_bullets_vs_supersonics,SEA,Marvin Webster,14.857,6.842,0.461,7
1978,1978_nba_finals_bullets_vs_supersonics,SEA,Jack Sikma,13.714,5.88,0.429,7
1978,1978_nba_finals_bullets_vs_supersonics,WSB,Kevin Grevey,13.0,9.381,0.722,7
1978,1978_nba_finals_bullets_vs_supersonics,WSB,Tom Henderson,12.857,4.337,0.337,7
1978,1978_nba_finals_bullets_vs_supersonics,WSB,Charles Johnson,10.714,5.823,0.543,7
1978,1978_nba_finals_bullets_vs_supersonics,WSB,Mitch Kupchak,10.714,5.09,0.475,7
1978,1978_nba_finals_bullets_vs_supersonics,WSB,Wes Unseld,9.0,5.715,0.635,7
1978,1978_nba_finals_bullets_vs_supersonics,SEA,John Johnson,7.714,5.345,0.693,7
1978,1978_nba_finals_bullets_vs_supersonics,SEA,Paul Silas,5.714,4.536,0.794,7
1978,1978_nba_finals_bullets_vs_supersonics,SEA,Joe Hassett,4.0,0.0,0.0,1
1978,1978_nba_finals_bullets_vs_supersonics,WSB,Greg Ballard,3.667,4.457,1.216,6
1978,1978_nba_finals_bullets_vs_supersonics,WSB,Larry Wright,3.571,3.645,1.021,7
1978,1978_nba_finals_bullets_vs_supersonics,WSB,Joe Pace,3.5,2.121,0.606,2
1978,1978_nba_finals_bullets_vs_supersonics,SEA,Wally Walker,3.333,2.658,0.797,6
1978,1978_nba_finals_bullets_vs_supersonics,SEA,Bruce Seals,2.667,3.055,1.146,3
1978,1978_nba_finals_bullets_vs_supersonics,SEA,Al Fleming,2.0,0.0,0.0,1
1978,1978_nba_finals_bullets_vs_supersonics,WSB,Phil Walker,0.0,0.0,0.0,1
1977,1977_nba_finals_trail_blazers_vs_76ers,PHI,Julius Erving,30.333,7.711,0.254,6
1977,1977_nba_finals_trail_blazers_vs_76ers,PHI,Doug Collins,19.667,9.331,0.474,6
1977,1977_nba_finals_trail_blazers_vs_76ers,POR,Maurice Lucas,19.667,5.086,0.259,6
1977,1977_nba_finals_trail_blazers_vs_76ers,POR,Bill Walton,18.5,5.648,0.305,6
1977,1977_nba_finals_trail_blazers_vs_76ers,POR,Bob Gross,17.333,6.563,0.379,6
1977,1977_nba_finals_trail_blazers_vs_76ers,POR,Lionel Hollins,16.0,5.831,0.364,6
1977,1977_nba_finals_trail_blazers_vs_76ers,PHI,George McGinnis,13.0,8.0,0.615,6
1977,1977_nba_finals_trail_blazers_vs_76ers,POR,Johnny Davis,10.667,4.502,0.422,6
1977,1977_nba_finals_trail_blazers_vs_76ers,PHI,Henry Bibby,10.167,4.535,0.446,6
1977,1977_nba_finals_trail_blazers_vs_76ers,PHI,World B. Free,7.2,4.868,0.676,5
1977,1977_nba_finals_trail_blazers_vs_76ers,PHI,Darryl Dawkins,7.0,4.472,0.639,6
1977,1977_nba_finals_trail_blazers_vs_76ers,POR,Dave Twardzik,6.667,5.203,0.78,6
1977,1977_nba_finals_trail_blazers_vs_76ers,POR,Lloyd Neal,6.667,4.131,0.62,6
1977,1977_nba_finals_trail_blazers_vs_76ers,PHI,Steve Mix,6.5,2.739,0.421,6
1977,1977_nba_finals_trail_blazers_vs_76ers,POR,Wally Walker,6.333,3.512,0.555,3
1977,1977_nba_finals_trail_blazers_vs_76ers,PHI,Caldwell Jones,5.833,4.119,0.706,6
1977,1977_nba_finals_trail_blazers_vs_76ers,POR,Herm Gilliam,5.4,6.986,1.294,5
1977,1977_nba_finals_trail_blazers_vs_76ers,PHI,Terry Furlow,4.667,1.155,0.247,3
1977,1977_nba_finals_trail_blazers_vs_76ers,POR,Larry Steele,3.8,3.899,1.026,5
1977,1977_nba_finals_trail_blazers_vs_76ers,POR,Corky Calhoun,3.667,2.338,0.638,6
1977,1977_nba_finals_trail_blazers_vs_76ers,PHI,Joe Bryant,3.167,2.401,0.758,6
1977,1977_nba_finals_trail_blazers_vs_76ers,POR,Robin Jones,1.333,1.633,1.225,6
1977,1977_nba_finals_trail_blazers_vs_76ers,PHI,Mike Dunleavy,1.0,1.673,1.673,6
1977,1977_nba_finals_trail_blazers_vs_76ers,PHI,Harvey Catchings,0.0,0.0,0.0,2
1976,1976_nba_finals_suns_vs_celtics,PHO,Alvan Adams,23.0,5.514,0.24,6
1976,1976_nba_finals_suns_vs_celtics,BOS,Jo Jo White,21.667,7.789,0.359,6
1976,1976_nba_finals_suns_vs_celtics,PHO,Paul Westphal,20.833,8.159,0.392,6
1976,1976_nba_finals_suns_vs_celtics,BOS,Dave Cowens,20.5,5.089,0.248,6
1976,1976_nba_finals_suns_vs_celtics,BOS,John Havlicek,15.5,5.958,0.384,6
1976,1976_nba_finals_suns_vs_celtics,BOS,Charlie Scott,14.5,6.285,0.433,6
1976,1976_nba_finals_suns_vs_celtics,PHO,Ricky Sobers,14.167,7.026,0.496,6
1976,1976_nba_finals_suns_vs_celtics,PHO,Gar Heard,13.5,3.674,0.272,6
1976,1976_nba_finals_suns_vs_celtics,PHO,Curtis Perry,13.167,5.776,0.439,6
1976,1976_nba_finals_suns_vs_celtics,BOS,Paul Silas,12.833,3.764,0.293,6
1976,1976_nba_finals_suns_vs_celtics,PHO,Dick Van Arsdale,6.667,3.983,0.597,6
1976,1976_nba_finals_suns_vs_celtics,BOS,Steve Kuberski,5.5,3.332,0.606,6
1976,1976_nba_finals_suns_vs_celtics,BOS,Jim Ard,4.8,3.834,0.799,5
1976,1976_nba_finals_suns_vs_celtics,BOS,Don Nelson,4.333,4.274,0.986,6
1976,1976_nba_finals_suns_vs_celtics,PHO,Keith Erickson,3.667,2.658,0.725,6
1976,1976_nba_finals_suns_vs_celtics,BOS,Glenn McDonald,3.4,3.13,0.921,5
1976,1976_nba_finals_suns_vs_celtics,PHO,Dennis Awtrey,2.333,2.503,1.073,6
1976,1976_nba_finals_suns_vs_celtics,PHO,Nate Hawthorne,2.2,2.049,0.932,5
1976,1976_nba_finals_suns_vs_celtics,BOS,Jerome Anderson,2.0,0.0,0.0,1
1976,1976_nba_finals_suns_vs_celtics,BOS,Tom Boswell,2.0,0.0,0.0,1
1976,1976_nba_finals_suns_vs_celtics,BOS,Kevin Stacom,1.8,2.049,1.139,5
1976,1976_nba_finals_suns_vs_celtics,PHO,Phil Lumpkin,0.5,1.0,2.0,4
1976,1976_nba_finals_suns_vs_celtics,PHO,Pat Riley,0.0,0.0,0.0,1
1975,1975_nba_finals_warriors_vs_bullets,GSW,Rick Barry,29.5,8.851,0.3,4
1975,1975_nba_finals_warriors_vs_bullets,WSB,Phil Chenier,23.0,6.218,0.27,4
1975,1975_nba_finals_warriors_vs_bullets,WSB,Elvin Hayes,20.75,6.946,0.335,4
1975,1975_nba_finals_warriors_vs_bullets,WSB,Kevin Porter,15.5,6.191,0.399,4
1975,1975_nba_finals_warriors_vs_bullets,WSB,Wes Unseld,12.25,4.717,0.385,4
1975,1975_nba_finals_warriors_vs_bullets,GSW,Jamaal Wilkes,11.5,1.915,0.167,4
1975,1975_nba_finals_warriors_vs_bullets,GSW,Phil Smith,10.75,6.292,0.585,4
1975,1975_nba_finals_warriors_vs_bullets,GSW,Derrek Dickey,8.75,4.113,0.47,4
1975,1975_nba_finals_warriors_vs_bullets,WSB,Mike Riordan,8.75,8.539,0.976,4
1975,1975_nba_finals_warriors_vs_bullets,GSW,Jeff Mullins,8.0,1.633,0.204,4
1975,1975_nba_finals_warriors_vs_bullets,GSW,Charles Johnson,7.5,5.323,0.71,4
1975,1975_nba_finals_warriors_vs_bullets,GSW,Butch Beard,7.25,7.182,0.991,4
1975,1975_nba_finals_warriors_vs_bullets,GSW,Clifford Ray,7.0,5.099,0.728,4
1975,1975_nba_finals_warriors_vs_bullets,GSW,George Johnson,6.5,3.416,0.525,4
1975,1975_nba_finals_warriors_vs_bullets,WSB,Clem Haskins,4.75,4.856,1.022,4
1975,1975_nba_finals_warriors_vs_bullets,WSB,Nick Weatherspoon,4.0,0.0,0.0,4
1975,1975_nba_finals_warriors_vs_bullets,WSB,Truck Robinson,4.0,6.164,1.541,4
1975,1975_nba_finals_warriors_vs_bullets,WSB,Dennis DuVal,2.0,0.0,0.0,1
1975,1975_nba_finals_warriors_vs_bullets,WSB,Dick Gibbs,2.0,2.828,1.414,2
1975,1975_nba_finals_warriors_vs_bullets,GSW,Charles Dudley,1.75,3.5,2.0,4
1975,1975_nba_finals_warriors_vs_bullets,WSB,Tom Kozelko,1.333,2.309,1.732,3
1975,1975_nba_finals_warriors_vs_bullets,GSW,Bill Bridges,1.0,1.155,1.155,4
1975,1975_nba_finals_warriors_vs_bullets,GSW,Steve Bracey,0.0,0.0,0.0,1
1974,1974_nba_finals_celtics_vs_bucks,MIL,Kareem Abdul-Jabbar,32.571,4.614,0.142,7
1974,1974_nba_finals_celtics_vs_bucks,BOS,John Havlicek,26.429,7.3,0.276,7
1974,1974_nba_finals_celtics_vs_bucks,BOS,Dave Cowens,22.714,6.473,0.285,7
1974,1974_nba_finals_celtics_vs_bucks,MIL,Bob Dandridge,16.714,5.122,0.306,7
1974,1974_nba_finals_celtics_vs_bucks,BOS,Jo Jo White,16.571,5.287,0.319,7
1974,1974_nba_finals_celtics_vs_bucks,MIL,Oscar Robertson,12.143,6.283,0.517,7
1974,1974_nba_finals_celtics_vs_bucks,MIL,Mickey Davis,11.286,4.231,0.375,7
1974,1974_nba_finals_celtics_vs_bucks,BOS,Don Chaney,11.143,3.671,0.329,7
1974,1974_nba_finals_celtics_vs_bucks,BOS,Paul Silas,6.714,3.861,0.575,7
1974,1974_nba_finals_celtics_vs_bucks,MIL,Jon McGlocklin,6.4,4.93,0.77,5
1974,1974_nba_finals_celtics_vs_bucks,MIL,Curtis Perry,5.857,3.185,0.544,7
1974,1974_nba_finals_celtics_vs_bucks,BOS,Don Nelson,5.286,3.904,0.739,7
1974,1974_nba_finals_celtics_vs_bucks,BOS,Paul Westphal,4.857,5.984,1.232,7
1974,1974_nba_finals_celtics_vs_bucks,MIL,Cornell Warner,4.571,3.309,0.724,7
1974,1974_nba_finals_celtics_vs_bucks,MIL,Ron Williams,3.0,2.757,0.919,6
1974,1974_nba_finals_celtics_vs_bucks,BOS,Hank Finkel,2.429,3.047,1.255,7
1974,1974_nba_finals_celtics_vs_bucks,BOS,Phil Hankinson,2.0,0.0,0.0,1
1974,1974_nba_finals_celtics_vs_bucks,MIL,Russ Lee,1.5,1.915,1.277,4
1974,1974_nba_finals_celtics_vs_bucks,MIL,Terry Driscoll,1.333,1.155,0.866,3
1974,1974_nba_finals_celtics_vs_bucks,BOS,Art Williams,0.5,1.0,2.0,4
1974,1974_nba_finals_celtics_vs_bucks,MIL,Dick Garrett,0.5,1.0,2.0,4
1974,1974_nba_finals_celtics_vs_bucks,BOS,Steve Kuberski,0.0,0.0,0.0,1
1973,1973_nba_finals_knicks_vs_lakers,LAL,Gail Goodrich,21.8,7.563,0.347,5
1973,1973_nba_finals_knicks_vs_lakers,LAL,Jim McMillian,21.6,5.32,0.246,5
1973,1973_nba_finals_knicks_vs_lakers,LAL,Jerry West,21.4,7.733,0.361,5
1973,1973_nba_finals_knicks_vs_lakers,NYK,Bill Bradley,18.6,7.057,0.379,5
1973,1973_nba_finals_knicks_vs_lakers,NYK,Walt Frazier,16.6,3.435,0.207,5
1973,1973_nba_finals_knicks_vs_lakers,NYK,Willis Reed,16.4,5.595,0.341,5
1973,1973_nba_finals_knicks_vs_lakers,NYK,Earl Monroe,16.0,7.517,0.47,5
1973,1973_nba_finals_knicks_vs_lakers,NYK,Dave DeBusschere,15.6,12.876,0.825,5
1973,1973_nba_finals_knicks_vs_lakers,LAL,Wilt Chamberlain,11.6,7.403,0.638,5
1973,1973_nba_finals_knicks_vs_lakers,LAL,Bill Bridges,9.0,0.707,0.079,5
1973,1973_nba_finals_knicks_vs_lakers,NYK,Phil Jackson,8.4,5.03,0.599,5
1973,1973_nba_finals_knicks_vs_lakers,NYK,Jerry Lucas,7.6,5.899,0.776,5
1973,1973_nba_finals_knicks_vs_lakers,LAL,Keith Erickson,6.4,5.899,0.922,5
1973,1973_nba_finals_knicks_vs_lakers,LAL,Mel Counts,3.8,4.712,1.24,5
1973,1973_nba_finals_knicks_vs_lakers,LAL,Happy Hairston,3.0,4.243,1.414,2
1973,1973_nba_finals_knicks_vs_lakers,NYK,Dick Barnett,2.0,0.0,0.0,1
1973,1973_nba_finals_knicks_vs_lakers,NYK,Dean Meminger,1.0,2.236,2.236,5
1973,1973_nba_finals_knicks_vs_lakers,NYK,John Gianelli,0.0,0.0,0.0,2
1973,1973_nba_finals_knicks_vs_lakers,LAL,Pat Riley,0.0,0.0,0.0,1
1972,1972_nba_finals_knicks_vs_lakers,LAL,Gail Goodrich,25.6,3.975,0.155,5
1972,1972_nba_finals_knicks_vs_lakers,NYK,Walt Frazier,23.0,6.205,0.27,5
1972,1972_nba_finals_knicks_vs_lakers,NYK,Jerry Lucas,20.8,5.45,0.262,5
1972,1972_nba_finals_knicks_vs_lakers,LAL,Jerry West,19.8,6.38,0.322,5
1972,1972_nba_finals_knicks_vs_lakers,NYK,Bill Bradley,19.6,7.635,0.39,5
1972,1972_nba_finals_knicks_vs_lakers,LAL,Wilt Chamberlain,19.4,6.841,0.353,5
1972,1972_nba_finals_knicks_vs_lakers,LAL,Jim McMillian,16.8,4.764,0.284,5
1972,1972_nba_finals_knicks_vs_lakers,LAL,Happy Hairston,14.2,2.387,0.168,5
1972,1972_nba_finals_knicks_vs_lakers,NYK,Phil Jackson,11.4,5.079,0.446,5
1972,1972_nba_finals_knicks_vs_lakers,NYK,Dave DeBusschere,10.4,7.197,0.692,5
1972,1972_nba_finals_knicks_vs_lakers,NYK,Earl Monroe,6.8,5.63,0.828,5
1972,1972_nba_finals_knicks_vs_lakers,NYK,Dick Barnett,6.5,7.506,1.155,4
1972,1972_nba_finals_knicks_vs_lakers,LAL,Pat Riley,5.0,2.0,0.4,5
1972,1972_nba_finals_knicks_vs_lakers,NYK,Dean Meminger,3.8,1.924,0.506,5
1972,1972_nba_finals_knicks_vs_lakers,LAL,Flynn Robinson,3.5,4.95,1.414,2
1972,1972_nba_finals_knicks_vs_lakers,LAL,Leroy Ellis,3.0,2.828,0.943,5
1972,1972_nba_finals_knicks_vs_lakers,LAL,Jim Cleamons,2.0,0.0,0.0,2
