Year,Series,Team,Player,W_FG,W_FGA,W_3P,W_eFG%,L_FG,L_FGA,L_3P,L_eFG%,rel_WL_eFG%,W_G,L_G
2026,2026_nba_finals_knicks_vs_spurs,NYK,Jalen Brunson,45.0,108.0,11.0,0.468,11.0,25.0,3.0,0.5,-0.032,4.0,1.0
2026,2026_nba_finals_knicks_vs_spurs,NYK,OG Anunoby,23.0,48.0,13.0,0.615,9.0,13.0,3.0,0.808,-0.193,4.0,1.0
2026,2026_nba_finals_knicks_vs_spurs,NYK,Karl-Anthony Towns,20.0,39.0,4.0,0.564,4.0,10.0,0.0,0.4,0.164,4.0,1.0
2026,2026_nba_finals_knicks_vs_spurs,NYK,Mikal Bridges,19.0,38.0,8.0,0.605,1.0,5.0,0.0,0.2,0.405,4.0,1.0
2026,2026_nba_finals_knicks_vs_spurs,NYK,Landry Shamet,12.0,31.0,7.0,0.5,1.0,8.0,1.0,0.188,0.312,4.0,1.0
2026,2026_nba_finals_knicks_vs_spurs,NYK,Josh Hart,7.0,24.0,4.0,0.375,6.0,10.0,4.0,0.8,-0.425,4.0,1.0
2026,2026_nba_finals_knicks_vs_spurs,NYK,Miles McBride,4.0,20.0,3.0,0.275,0.0,2.0,0.0,0.0,0.275,4.0,1.0
2026,2026_nba_finals_knicks_vs_spurs,NYK,Jose Alvarado,6.0,19.0,3.0,0.395,2.0,5.0,0.0,0.4,-0.005,4.0,1.0
2026,2026_nba_finals_knicks_vs_spurs,SAS,Victor Wembanyama,11.0,18.0,2.0,0.667,33.0,86.0,7.0,0.424,0.243,1.0,4.0
2026,2026_nba_finals_knicks_vs_spurs,SAS,Dylan Harper,5.0,18.0,1.0,0.306,30.0,53.0,6.0,0.623,-0.317,1.0,4.0
2026,2026_nba_finals_knicks_vs_spurs,SAS,De'Aaron Fox,4.0,14.0,0.0,0.286,20.0,56.0,7.0,0.42,-0.134,1.0,4.0
2026,2026_nba_finals_knicks_vs_spurs,SAS,Stephon Castle,8.0,14.0,2.0,0.643,15.0,47.0,4.0,0.362,0.281,1.0,4.0
2026,2026_nba_finals_knicks_vs_spurs,NYK,Mitchell Robinson,5.0,11.0,0.0,0.455,2.0,3.0,0.0,0.667,-0.212,4.0,1.0
2026,2026_nba_finals_knicks_vs_spurs,SAS,Julian Champagnie,4.0,9.0,3.0,0.611,14.0,35.0,12.0,0.571,0.04,1.0,4.0
2026,2026_nba_finals_knicks_vs_spurs,NYK,Jordan Clarkson,2.0,9.0,0.0,0.222,4.0,7.0,2.0,0.714,-0.492,3.0,1.0
2026,2026_nba_finals_knicks_vs_spurs,SAS,Keldon Johnson,3.0,5.0,0.0,0.6,5.0,18.0,3.0,0.361,0.239,1.0,4.0
2026,2026_nba_finals_knicks_vs_spurs,SAS,Devin Vassell,3.0,4.0,3.0,1.125,19.0,37.0,11.0,0.662,0.463,1.0,4.0
2026,2026_nba_finals_knicks_vs_spurs,SAS,Carter Bryant,1.0,1.0,1.0,1.5,2.0,4.0,1.0,0.625,0.875,1.0,4.0
2026,2026_nba_finals_knicks_vs_spurs,SAS,Luke Kornet,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0
2026,2026_nba_finals_knicks_vs_spurs,NYK,Jeremy Sochan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0
2026,2026_nba_finals_knicks_vs_spurs,SAS,Harrison Barnes,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,2.0
2026,2026_nba_finals_knicks_vs_spurs,NYK,Ariel Hukporti,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,2.0,0.0
2025,2025_nba_finals_pacers_vs_thunder,OKC,Shai Gilgeous-Alexander,40.0,93.0,4.0,0.452,30.0,65.0,4.0,0.492,-0.04,4.0,3.0
2025,2025_nba_finals_pacers_vs_thunder,OKC,Jalen Williams,34.0,77.0,6.0,0.481,21.0,50.0,2.0,0.44,0.041,4.0,3.0
2025,2025_nba_finals_pacers_vs_thunder,IND,Pascal Siakam,21.0,43.0,2.0,0.512,23.0,54.0,8.0,0.5,0.012,3.0,4.0
2025,2025_nba_finals_pacers_vs_thunder,OKC,Chet Holmgren,20.0,43.0,3.0,0.5,10.0,33.0,0.0,0.303,0.197,4.0,3.0
2025,2025_nba_finals_pacers_vs_thunder,IND,Tyrese Haliburton,20.0,42.0,9.0,0.583,17.0,39.0,7.0,0.526,0.057,3.0,4.0
2025,2025_nba_finals_pacers_vs_thunder,OKC,Alex Caruso,18.0,38.0,7.0,0.566,5.0,15.0,3.0,0.433,0.133,4.0,3.0
2025,2025_nba_finals_pacers_vs_thunder,IND,Myles Turner,9.0,30.0,3.0,0.35,14.0,31.0,3.0,0.5,-0.15,3.0,4.0
2025,2025_nba_finals_pacers_vs_thunder,IND,Obi Toppin,16.0,29.0,9.0,0.707,13.0,35.0,4.0,0.429,0.278,3.0,4.0
2025,2025_nba_finals_pacers_vs_thunder,IND,T.J. McConnell,13.0,26.0,1.0,0.519,24.0,41.0,2.0,0.61,-0.091,3.0,4.0
2025,2025_nba_finals_pacers_vs_thunder,OKC,Aaron Wiggins,10.0,25.0,9.0,0.58,2.0,8.0,1.0,0.312,0.268,4.0,3.0
2025,2025_nba_finals_pacers_vs_thunder,IND,Andrew Nembhard,12.0,23.0,6.0,0.652,15.0,35.0,5.0,0.5,0.152,3.0,4.0
2025,2025_nba_finals_pacers_vs_thunder,IND,Bennedict Mathurin,11.0,23.0,2.0,0.522,13.0,34.0,5.0,0.456,0.066,3.0,4.0
2025,2025_nba_finals_pacers_vs_thunder,IND,Aaron Nesmith,9.0,22.0,6.0,0.545,13.0,35.0,11.0,0.529,0.016,3.0,4.0
2025,2025_nba_finals_pacers_vs_thunder,OKC,Luguentz Dort,9.0,22.0,7.0,0.568,10.0,23.0,10.0,0.652,-0.084,4.0,3.0
2025,2025_nba_finals_pacers_vs_thunder,OKC,Cason Wallace,11.0,20.0,5.0,0.675,7.0,18.0,0.0,0.389,0.286,4.0,3.0
2025,2025_nba_finals_pacers_vs_thunder,IND,Ben Sheppard,6.0,14.0,2.0,0.5,2.0,4.0,2.0,0.75,-0.25,3.0,4.0
2025,2025_nba_finals_pacers_vs_thunder,OKC,Isaiah Hartenstein,6.0,11.0,0.0,0.545,8.0,12.0,0.0,0.667,-0.122,4.0,3.0
2025,2025_nba_finals_pacers_vs_thunder,OKC,Kenrich Williams,2.0,7.0,0.0,0.286,1.0,3.0,1.0,0.5,-0.214,4.0,3.0
2025,2025_nba_finals_pacers_vs_thunder,OKC,Isaiah Joe,1.0,4.0,0.0,0.25,7.0,9.0,5.0,1.056,-0.806,2.0,3.0
2025,2025_nba_finals_pacers_vs_thunder,IND,Thomas Bryant,3.0,4.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,3.0
2025,2025_nba_finals_pacers_vs_thunder,IND,Tony Bradley,1.0,2.0,0.0,0.5,1.0,2.0,0.0,0.5,0.0,1.0,2.0
2025,2025_nba_finals_pacers_vs_thunder,OKC,Jaylin Williams,1.0,1.0,1.0,1.5,2.0,3.0,2.0,1.0,0.5,1.0,2.0
2025,2025_nba_finals_pacers_vs_thunder,IND,James Johnson,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,-1.0,1.0,1.0
2025,2025_nba_finals_pacers_vs_thunder,OKC,Ajay Mitchell,0.0,0.0,0.0,,1.0,7.0,0.0,0.143,0.0,2.0,2.0
2025,2025_nba_finals_pacers_vs_thunder,OKC,Ousmane Dieng,0.0,0.0,0.0,,1.0,3.0,1.0,0.5,0.0,2.0,1.0
2025,2025_nba_finals_pacers_vs_thunder,OKC,Dillon Jones,0.0,0.0,0.0,,2.0,2.0,0.0,1.0,0.0,2.0,1.0
2025,2025_nba_finals_pacers_vs_thunder,IND,Johnny Furphy,0.0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,1.0,3.0
2024,2024_nba_finals_mavericks_vs_celtics,BOS,Jayson Tatum,34.0,88.0,9.0,0.438,4.0,10.0,1.0,0.45,-0.012,4.0,1.0
2024,2024_nba_finals_mavericks_vs_celtics,BOS,Jaylen Brown,34.0,72.0,7.0,0.521,3.0,12.0,1.0,0.292,0.229,4.0,1.0
2024,2024_nba_finals_mavericks_vs_celtics,BOS,Jrue Holiday,26.0,46.0,6.0,0.63,4.0,10.0,2.0,0.5,0.13,4.0,1.0
2024,2024_nba_finals_mavericks_vs_celtics,BOS,Derrick White,19.0,46.0,15.0,0.576,2.0,8.0,2.0,0.375,0.201,4.0,1.0
2024,2024_nba_finals_mavericks_vs_celtics,DAL,Luka Dončić,12.0,26.0,0.0,0.462,47.0,99.0,11.0,0.53,-0.068,1.0,4.0
2024,2024_nba_finals_mavericks_vs_celtics,BOS,Al Horford,12.0,24.0,7.0,0.646,1.0,1.0,1.0,1.5,-0.854,4.0,1.0
2024,2024_nba_finals_mavericks_vs_celtics,BOS,Kristaps Porziņģis,14.0,24.0,2.0,0.625,0.0,0.0,0.0,,0.0,3.0,0.0
2024,2024_nba_finals_mavericks_vs_celtics,BOS,Sam Hauser,9.0,20.0,7.0,0.625,5.0,7.0,4.0,1.0,-0.375,4.0,1.0
2024,2024_nba_finals_mavericks_vs_celtics,DAL,Kyrie Irving,10.0,18.0,1.0,0.583,31.0,81.0,7.0,0.426,0.157,1.0,4.0
2024,2024_nba_finals_mavericks_vs_celtics,BOS,Payton Pritchard,2.0,14.0,2.0,0.214,5.0,14.0,1.0,0.393,-0.179,4.0,1.0
2024,2024_nba_finals_mavericks_vs_celtics,DAL,Tim Hardaway Jr.,5.0,7.0,5.0,1.071,0.0,8.0,0.0,0.0,1.071,1.0,3.0
2024,2024_nba_finals_mavericks_vs_celtics,DAL,Danté Exum,4.0,7.0,2.0,0.714,3.0,3.0,2.0,1.333,-0.619,1.0,4.0
2024,2024_nba_finals_mavericks_vs_celtics,DAL,Dereck Lively II,4.0,5.0,1.0,0.9,8.0,12.0,0.0,0.667,0.233,1.0,4.0
2024,2024_nba_finals_mavericks_vs_celtics,DAL,Jaden Hardy,2.0,5.0,1.0,0.5,5.0,11.0,1.0,0.5,0.0,1.0,4.0
2024,2024_nba_finals_mavericks_vs_celtics,DAL,Markieff Morris,1.0,5.0,1.0,0.3,0.0,0.0,0.0,,0.0,1.0,0.0
2024,2024_nba_finals_mavericks_vs_celtics,DAL,P.J. Washington,2.0,4.0,2.0,0.75,16.0,40.0,4.0,0.45,0.3,1.0,4.0
2024,2024_nba_finals_mavericks_vs_celtics,DAL,Derrick Jones Jr.,2.0,4.0,1.0,0.625,11.0,26.0,2.0,0.462,0.163,1.0,4.0
2024,2024_nba_finals_mavericks_vs_celtics,DAL,Daniel Gafford,1.0,2.0,0.0,0.5,15.0,20.0,0.0,0.75,-0.25,1.0,4.0
2024,2024_nba_finals_mavericks_vs_celtics,DAL,Josh Green,1.0,2.0,0.0,0.5,8.0,18.0,6.0,0.611,-0.111,1.0,4.0
2024,2024_nba_finals_mavericks_vs_celtics,DAL,Maxi Kleber,1.0,2.0,1.0,0.75,2.0,10.0,0.0,0.2,0.55,1.0,4.0
2024,2024_nba_finals_mavericks_vs_celtics,DAL,A.J. Lawson,1.0,2.0,0.0,0.5,0.0,0.0,0.0,,0.0,1.0,1.0
2024,2024_nba_finals_mavericks_vs_celtics,DAL,Olivier-Maxence Prosper,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0
2024,2024_nba_finals_mavericks_vs_celtics,BOS,Svi Mykhailiuk,1.0,1.0,0.0,1.0,1.0,7.0,1.0,0.214,0.786,2.0,1.0
2024,2024_nba_finals_mavericks_vs_celtics,BOS,Xavier Tillman Sr.,1.0,1.0,1.0,1.5,1.0,2.0,0.0,0.5,1.0,1.0,1.0
2024,2024_nba_finals_mavericks_vs_celtics,BOS,Luke Kornet,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0
2024,2024_nba_finals_mavericks_vs_celtics,BOS,Oshae Brissett,0.0,0.0,0.0,,2.0,4.0,1.0,0.625,0.0,2.0,1.0
2024,2024_nba_finals_mavericks_vs_celtics,BOS,Jordan Walsh,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,1.0
2024,2024_nba_finals_mavericks_vs_celtics,BOS,Jaden Springer,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2024,2024_nba_finals_mavericks_vs_celtics,BOS,Neemias Queta,0.0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0
2024,2024_nba_finals_mavericks_vs_celtics,DAL,Dwight Powell,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,2.0
2023,2023_nba_finals_heat_vs_nuggets,DEN,Jamal Murray,34.0,76.0,9.0,0.507,7.0,15.0,3.0,0.567,-0.06,4.0,1.0
2023,2023_nba_finals_heat_vs_nuggets,DEN,Nikola Jokić,40.0,68.0,6.0,0.632,16.0,28.0,2.0,0.607,0.025,4.0,1.0
2023,2023_nba_finals_heat_vs_nuggets,DEN,Michael Porter Jr.,17.0,50.0,3.0,0.37,2.0,8.0,1.0,0.312,0.058,4.0,1.0
2023,2023_nba_finals_heat_vs_nuggets,DEN,Aaron Gordon,24.0,41.0,3.0,0.622,5.0,7.0,2.0,0.857,-0.235,4.0,1.0
2023,2023_nba_finals_heat_vs_nuggets,DEN,Bruce Brown,17.0,37.0,6.0,0.541,4.0,9.0,1.0,0.5,0.041,4.0,1.0
2023,2023_nba_finals_heat_vs_nuggets,DEN,Kentavious Caldwell-Pope,10.0,27.0,4.0,0.444,1.0,4.0,1.0,0.375,0.069,4.0,1.0
2023,2023_nba_finals_heat_vs_nuggets,MIA,Jimmy Butler,7.0,19.0,2.0,0.421,31.0,73.0,5.0,0.459,-0.038,1.0,4.0
2023,2023_nba_finals_heat_vs_nuggets,MIA,Bam Adebayo,8.0,14.0,0.0,0.571,37.0,85.0,0.0,0.435,0.136,1.0,4.0
2023,2023_nba_finals_heat_vs_nuggets,DEN,Christian Braun,9.0,14.0,0.0,0.643,3.0,3.0,0.0,1.0,-0.357,4.0,1.0
2023,2023_nba_finals_heat_vs_nuggets,MIA,Gabe Vincent,8.0,12.0,4.0,0.833,13.0,43.0,6.0,0.372,0.461,1.0,4.0
2023,2023_nba_finals_heat_vs_nuggets,MIA,Max Strus,4.0,10.0,4.0,0.6,6.0,33.0,2.0,0.212,0.388,1.0,4.0
2023,2023_nba_finals_heat_vs_nuggets,MIA,Kevin Love,2.0,9.0,2.0,0.333,7.0,15.0,6.0,0.667,-0.334,1.0,3.0
2023,2023_nba_finals_heat_vs_nuggets,DEN,Jeff Green,7.0,8.0,1.0,0.938,1.0,1.0,1.0,1.5,-0.562,4.0,1.0
2023,2023_nba_finals_heat_vs_nuggets,MIA,Duncan Robinson,4.0,5.0,2.0,1.0,11.0,25.0,7.0,0.58,0.42,1.0,4.0
2023,2023_nba_finals_heat_vs_nuggets,MIA,Kyle Lowry,2.0,4.0,2.0,0.75,15.0,36.0,9.0,0.542,0.208,1.0,4.0
2023,2023_nba_finals_heat_vs_nuggets,MIA,Caleb Martin,1.0,3.0,1.0,0.5,14.0,37.0,4.0,0.432,0.068,1.0,4.0
2023,2023_nba_finals_heat_vs_nuggets,MIA,Cody Zeller,2.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,4.0
2023,2023_nba_finals_heat_vs_nuggets,DEN,Reggie Jackson,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0
2023,2023_nba_finals_heat_vs_nuggets,MIA,Haywood Highsmith,0.0,0.0,0.0,,7.0,10.0,2.0,0.8,0.0,1.0,4.0
2023,2023_nba_finals_heat_vs_nuggets,MIA,Nikola Jović,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,2.0
2023,2023_nba_finals_heat_vs_nuggets,MIA,Omer Yurtseven,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,2.0
2023,2023_nba_finals_heat_vs_nuggets,MIA,Udonis Haslem,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2023,2023_nba_finals_heat_vs_nuggets,DEN,DeAndre Jordan,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0
2023,2023_nba_finals_heat_vs_nuggets,DEN,Peyton Watson,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0
2023,2023_nba_finals_heat_vs_nuggets,DEN,Thomas Bryant,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0
2023,2023_nba_finals_heat_vs_nuggets,DEN,Vlatko Čančar,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0
2023,2023_nba_finals_heat_vs_nuggets,DEN,Zeke Nnaji,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0
2022,2022_nba_finals_celtics_vs_warriors,GSW,Stephen Curry,42.0,90.0,18.0,0.567,24.0,47.0,13.0,0.649,-0.082,4.0,2.0
2022,2022_nba_finals_celtics_vs_warriors,GSW,Andrew Wiggins,30.0,70.0,8.0,0.486,15.0,31.0,3.0,0.532,-0.046,4.0,2.0
2022,2022_nba_finals_celtics_vs_warriors,GSW,Klay Thompson,23.0,70.0,12.0,0.414,13.0,31.0,8.0,0.548,-0.134,4.0,2.0
2022,2022_nba_finals_celtics_vs_warriors,GSW,Jordan Poole,21.0,47.0,13.0,0.585,6.0,15.0,2.0,0.467,0.118,4.0,2.0
2022,2022_nba_finals_celtics_vs_warriors,BOS,Jayson Tatum,12.0,40.0,4.0,0.35,32.0,80.0,16.0,0.5,-0.15,2.0,4.0
2022,2022_nba_finals_celtics_vs_warriors,BOS,Jaylen Brown,19.0,39.0,6.0,0.564,31.0,77.0,10.0,0.468,0.096,2.0,4.0
2022,2022_nba_finals_celtics_vs_warriors,BOS,Marcus Smart,15.0,28.0,7.0,0.661,19.0,51.0,7.0,0.441,0.22,2.0,4.0
2022,2022_nba_finals_celtics_vs_warriors,GSW,Draymond Green,11.0,26.0,2.0,0.462,3.0,16.0,0.0,0.188,0.274,4.0,2.0
2022,2022_nba_finals_celtics_vs_warriors,BOS,Derrick White,9.0,20.0,5.0,0.575,9.0,35.0,5.0,0.329,0.246,2.0,4.0
2022,2022_nba_finals_celtics_vs_warriors,GSW,Gary Payton II,13.0,20.0,2.0,0.7,0.0,2.0,0.0,0.0,0.7,4.0,1.0
2022,2022_nba_finals_celtics_vs_warriors,BOS,Al Horford,14.0,19.0,7.0,0.921,12.0,24.0,8.0,0.667,0.254,2.0,4.0
2022,2022_nba_finals_celtics_vs_warriors,GSW,Kevon Looney,10.0,14.0,0.0,0.714,4.0,8.0,0.0,0.5,0.214,4.0,2.0
2022,2022_nba_finals_celtics_vs_warriors,BOS,Robert Williams,8.0,9.0,0.0,0.889,12.0,17.0,0.0,0.706,0.183,2.0,4.0
2022,2022_nba_finals_celtics_vs_warriors,BOS,Grant Williams,4.0,9.0,1.0,0.5,5.0,8.0,2.0,0.75,-0.25,2.0,4.0
2022,2022_nba_finals_celtics_vs_warriors,GSW,Otto Porter Jr.,4.0,9.0,3.0,0.611,6.0,8.0,6.0,1.125,-0.514,4.0,2.0
2022,2022_nba_finals_celtics_vs_warriors,BOS,Payton Pritchard,4.0,6.0,3.0,0.917,2.0,14.0,0.0,0.143,0.774,2.0,4.0
2022,2022_nba_finals_celtics_vs_warriors,GSW,Nemanja Bjelica,3.0,6.0,0.0,0.5,1.0,2.0,1.0,0.75,-0.25,3.0,2.0
2022,2022_nba_finals_celtics_vs_warriors,GSW,Damion Lee,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0
2022,2022_nba_finals_celtics_vs_warriors,BOS,Aaron Nesmith,0.0,1.0,0.0,0.0,2.0,5.0,0.0,0.4,-0.4,2.0,3.0
2022,2022_nba_finals_celtics_vs_warriors,BOS,Nik Stauskas,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.5,-0.5,2.0,3.0
2022,2022_nba_finals_celtics_vs_warriors,BOS,Sam Hauser,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.75,-0.75,2.0,3.0
2022,2022_nba_finals_celtics_vs_warriors,BOS,Daniel Theis,1.0,1.0,1.0,1.5,0.0,1.0,0.0,0.0,1.5,1.0,1.0
2022,2022_nba_finals_celtics_vs_warriors,GSW,Jonathan Kuminga,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0
2022,2022_nba_finals_celtics_vs_warriors,GSW,Juan Toscano-Anderson,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0
2022,2022_nba_finals_celtics_vs_warriors,GSW,Moses Moody,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0
2022,2022_nba_finals_celtics_vs_warriors,GSW,Andre Iguodala,0.0,0.0,0.0,,3.0,4.0,1.0,0.875,0.0,2.0,2.0
2022,2022_nba_finals_celtics_vs_warriors,BOS,Luke Kornet,0.0,0.0,0.0,,2.0,2.0,1.0,1.25,0.0,0.0,3.0
2022,2022_nba_finals_celtics_vs_warriors,BOS,Malik Fitts,0.0,0.0,0.0,,1.0,1.0,1.0,1.5,0.0,2.0,1.0
2022,2022_nba_finals_celtics_vs_warriors,BOS,Juwan Morgan,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,2.0,2.0
2021,2021_nba_finals_bucks_vs_suns,MIL,Giannis Antetokounmpo,55.0,90.0,1.0,0.617,21.0,33.0,2.0,0.667,-0.05,4.0,2.0
2021,2021_nba_finals_bucks_vs_suns,MIL,Khris Middleton,39.0,83.0,10.0,0.53,17.0,42.0,6.0,0.476,0.054,4.0,2.0
2021,2021_nba_finals_bucks_vs_suns,MIL,Jrue Holiday,28.0,73.0,10.0,0.452,11.0,35.0,1.0,0.329,0.123,4.0,2.0
2021,2021_nba_finals_bucks_vs_suns,PHO,Devin Booker,20.0,46.0,8.0,0.522,45.0,97.0,3.0,0.479,0.043,2.0,4.0
2021,2021_nba_finals_bucks_vs_suns,PHO,Chris Paul,22.0,39.0,7.0,0.654,33.0,61.0,5.0,0.582,0.072,2.0,4.0
2021,2021_nba_finals_bucks_vs_suns,MIL,Brook Lopez,17.0,34.0,2.0,0.529,11.0,24.0,3.0,0.521,0.008,4.0,2.0
2021,2021_nba_finals_bucks_vs_suns,MIL,Bobby Portis,14.0,33.0,6.0,0.515,3.0,7.0,1.0,0.5,0.015,4.0,2.0
2021,2021_nba_finals_bucks_vs_suns,PHO,Mikal Bridges,13.0,28.0,5.0,0.554,13.0,21.0,4.0,0.714,-0.16,2.0,4.0
2021,2021_nba_finals_bucks_vs_suns,MIL,Pat Connaughton,11.0,24.0,9.0,0.646,8.0,16.0,6.0,0.688,-0.042,4.0,2.0
2021,2021_nba_finals_bucks_vs_suns,PHO,Deandre Ayton,12.0,20.0,0.0,0.6,22.0,44.0,0.0,0.5,0.1,2.0,4.0
2021,2021_nba_finals_bucks_vs_suns,PHO,Jae Crowder,4.0,16.0,3.0,0.344,17.0,35.0,13.0,0.671,-0.327,2.0,4.0
2021,2021_nba_finals_bucks_vs_suns,PHO,Cameron Payne,5.0,11.0,2.0,0.545,14.0,30.0,3.0,0.517,0.028,2.0,4.0
2021,2021_nba_finals_bucks_vs_suns,PHO,Cameron Johnson,5.0,10.0,4.0,0.7,12.0,25.0,6.0,0.6,0.1,2.0,4.0
2021,2021_nba_finals_bucks_vs_suns,MIL,P.J. Tucker,4.0,9.0,2.0,0.556,6.0,11.0,2.0,0.636,-0.08,4.0,2.0
2021,2021_nba_finals_bucks_vs_suns,PHO,Torrey Craig,3.0,5.0,2.0,0.8,3.0,10.0,1.0,0.35,0.45,2.0,4.0
2021,2021_nba_finals_bucks_vs_suns,MIL,Jeff Teague,0.0,5.0,0.0,0.0,2.0,5.0,1.0,0.5,-0.5,4.0,2.0
2021,2021_nba_finals_bucks_vs_suns,MIL,Bryn Forbes,0.0,2.0,0.0,0.0,3.0,8.0,3.0,0.562,-0.562,1.0,2.0
2021,2021_nba_finals_bucks_vs_suns,MIL,Thanasis Antetokounmpo,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0
2021,2021_nba_finals_bucks_vs_suns,MIL,Jordan Nwora,1.0,1.0,1.0,1.5,0.0,0.0,0.0,,0.0,1.0,0.0
2021,2021_nba_finals_bucks_vs_suns,PHO,Dario Šarić,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0
2021,2021_nba_finals_bucks_vs_suns,PHO,Frank Kaminsky,0.0,0.0,0.0,,6.0,9.0,0.0,0.667,0.0,2.0,2.0
2021,2021_nba_finals_bucks_vs_suns,PHO,Abdel Nader,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2021,2021_nba_finals_bucks_vs_suns,PHO,Ty-Shon Alexander,0.0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0
2021,2021_nba_finals_bucks_vs_suns,MIL,Elijah Bryant,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0
2021,2021_nba_finals_bucks_vs_suns,MIL,Sam Merrill,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0
2020,2020_nba_finals_heat_vs_lakers,LAL,LeBron James,44.0,78.0,8.0,0.615,24.0,37.0,7.0,0.743,-0.128,4.0,2.0
2020,2020_nba_finals_heat_vs_lakers,LAL,Anthony Davis,41.0,74.0,5.0,0.588,15.0,24.0,3.0,0.688,-0.1,4.0,2.0
2020,2020_nba_finals_heat_vs_lakers,LAL,Kentavious Caldwell-Pope,19.0,49.0,9.0,0.48,7.0,20.0,4.0,0.45,0.03,4.0,2.0
2020,2020_nba_finals_heat_vs_lakers,MIA,Jimmy Butler,25.0,39.0,1.0,0.654,28.0,57.0,3.0,0.518,0.136,2.0,4.0
2020,2020_nba_finals_heat_vs_lakers,LAL,Danny Green,13.0,35.0,9.0,0.5,3.0,14.0,2.0,0.286,0.214,4.0,2.0
2020,2020_nba_finals_heat_vs_lakers,LAL,Rajon Rondo,16.0,34.0,7.0,0.574,3.0,15.0,0.0,0.2,0.374,4.0,2.0
2020,2020_nba_finals_heat_vs_lakers,MIA,Tyler Herro,10.0,29.0,4.0,0.414,22.0,58.0,7.0,0.44,-0.026,2.0,4.0
2020,2020_nba_finals_heat_vs_lakers,MIA,Duncan Robinson,12.0,27.0,10.0,0.63,9.0,25.0,8.0,0.52,0.11,2.0,4.0
2020,2020_nba_finals_heat_vs_lakers,MIA,Jae Crowder,9.0,25.0,4.0,0.44,14.0,30.0,9.0,0.617,-0.177,2.0,4.0
2020,2020_nba_finals_heat_vs_lakers,LAL,Kyle Kuzma,8.0,25.0,5.0,0.42,9.0,23.0,4.0,0.478,-0.058,4.0,2.0
2020,2020_nba_finals_heat_vs_lakers,LAL,Markieff Morris,8.0,23.0,7.0,0.5,6.0,15.0,5.0,0.567,-0.067,4.0,2.0
2020,2020_nba_finals_heat_vs_lakers,LAL,Alex Caruso,11.0,23.0,4.0,0.565,2.0,7.0,2.0,0.429,0.136,4.0,2.0
2020,2020_nba_finals_heat_vs_lakers,MIA,Kendrick Nunn,8.0,14.0,2.0,0.643,16.0,37.0,7.0,0.527,0.116,2.0,4.0
2020,2020_nba_finals_heat_vs_lakers,MIA,Bam Adebayo,5.0,12.0,0.0,0.417,18.0,31.0,0.0,0.581,-0.164,1.0,3.0
2020,2020_nba_finals_heat_vs_lakers,MIA,Kelly Olynyk,5.0,9.0,3.0,0.722,15.0,32.0,4.0,0.531,0.191,1.0,4.0
